pk,ara,result_subjectNode_name,result_subjectNode_id,result_subjectNode_cat,result_objectNode_name,result_objectNode_id,result_objectNode_cat,rank,sugeno_score,comp_confidence_score,comp_novelty_score,comp_clinical_evidence_score,weighted_mean_score,normalized_score,ARAX,ARAX_score,unsecret,unsecret_score,improving_agent,improving_agent_score,biothings_explorer,biothings_explorer_score,aragorn,aragorn_score,ARA_list,ARA_count,result_counter,edge_id,edge_object,edge_objectNode_name,edge_objectNode_cats,edge_objectNode_cat,edgeg_subject,edge_subjectNode_name,edge_subjectNode_cats,edge_subjectNode_cat,predicate,qualifiers,edge_type,qualified_predicate,causal_mechanism_qualifier,subject_direction_qualifier,subject_aspect_qualifier,subject_form_or_variant_qualifier,object_direction_qualifier,object_aspect_qualifier,object_form_or_variant_qualifier,publications,phrase,primary_source,publications_count,agg1
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,inferred-CHEBI:50694-treats-HP:0002059,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats,[],creative,,,,,,,,,[],DEFAULT PHRASE,infores:biothings-explorer,0,
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,d6faa834f0d5eca4fdc20cd777c472cd,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,[],one-hop,,,,,,,,,"['PMC:4748173', 'PMC:4748173', 'PMC:4748173', 'PMC:4748173', 'PMC:8930888']",DEFAULT PHRASE,infores:text-mining-provider-targeted,5,infores:biothings-explorer
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,medik:creative_edge#0,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats,[],creative,,,,,,,,,[],DEFAULT PHRASE,infores:unsecret-agent,0,
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,medik:edge#0,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,[],one-hop,,,,,,,,,"['PMC:4748173', 'PMC:8930888']",DEFAULT PHRASE,infores:text-mining-provider-targeted,2,infores:unsecret-agent
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,medik:creative_edge#10,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats,[],creative,,,,,,,,,[],DEFAULT PHRASE,infores:unsecret-agent,0,
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Minocycline,CHEBI:50694,biolink:SmallMolecule,1,1.0,1.0,0.0,0.0,0.5,92.405,False,-0.0,False,1.0,False,-0.0,True,0.27,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,1,medik:edge#10,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:50694,Minocycline,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,[],one-hop,,,,,,,,,"['PMC:4748173', 'PMC:8930888']",DEFAULT PHRASE,infores:text-mining-provider-targeted,2,infores:unsecret-agent
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Folic acid,CHEBI:27470,biolink:SmallMolecule,2,0.997,0.997,0.0,0.0,0.499,98.734,False,-0.0,False,0.995,False,-0.0,True,0.39,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,2,inferred-CHEBI:27470-treats-HP:0002059,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:27470,Folic acid,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats,[],creative,,,,,,,,,[],DEFAULT PHRASE,infores:biothings-explorer,0,
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Folic acid,CHEBI:27470,biolink:SmallMolecule,2,0.997,0.997,0.0,0.0,0.499,98.734,False,-0.0,False,0.995,False,-0.0,True,0.39,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,2,4ea419c1336a9f376e117684a02017ac,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:27470,Folic acid,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,[],one-hop,,,,,,,,,"['PMC:5304992', 'PMC:6590120', 'PMC:6409919']",DEFAULT PHRASE,infores:text-mining-provider-targeted,3,infores:biothings-explorer
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Folic acid,CHEBI:27470,biolink:SmallMolecule,2,0.997,0.997,0.0,0.0,0.499,98.734,False,-0.0,False,0.995,False,-0.0,True,0.39,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,2,CHEBI:27470-treats_or_applied_or_studied_to_treat-HP:0002059-via_subclass,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,CHEBI:27470,Folic acid,['biolink:SmallMolecule'],biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,[],creative,,,,,,,,,[],DEFAULT PHRASE,infores:biothings-explorer,0,
e99df4fc-e843-4730-8d01-e06600756ac3,infores:unsecret-agent,Cerebral atrophy,HP:0002059,biolink:PhenotypicFeature,Folic acid,CHEBI:27470,biolink:SmallMolecule,2,0.997,0.997,0.0,0.0,0.499,98.734,False,-0.0,False,0.995,False,-0.0,True,0.39,False,-0.0,"['infores:biothings-explorer', 'infores:unsecret-agent']",2,2,expanded-HP:0410170-subclass_of-HP:0002059,HP:0002059,Cerebral atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,HP:0410170,Hippocampal atrophy,['biolink:PhenotypicFeature'],biolink:PhenotypicFeature,biolink:subclass_of,[],one-hop,,,,,,,,,[],DEFAULT PHRASE,infores:hpo,0,infores:biothings-explorer
